id,title,empesa,local,salario,tipo,descricao,links
53,Estágio,Mastera,"Campinas - SP, a 2.114,1 km de você.","R$ 1.300,00 a R$ 1.800,00 (Bruto mensal)",Home office,"['Estamos em busca de um(a) estagiário(a) de desenvolvimento curioso(a), disciplinado(a) e hands-on para desenvolvimento de novas features da nossa plataforma, uma solução web que guiará usuários em uma jornada de inovação tecnológica. Você trabalhará em um ambiente predominantemente home office (90%), com encontros presenciais esporádicos, e terá a oportunidade de crescer junto com a startup, com possibilidade de efetivação após o sucesso do projeto. Encorajamos candidaturas de pessoas de todas as idades, especialmente aquelas com maior experiência de vida, que tragam maturidade e dedicação ao time.\nResponsabilidades\nManter e desenvolver novas features no backend da plataforma utilizando Python e suas bibliotecas, garantindo adaptabilidade para integração com frontend, implementar telas e fluxos da jornada do usuário, inicialmente utilizando Streamlit, com códigos prontos para futura conversão em APIs REST.\nManter e projetar bancos de dados para armazenar interações dos usuários, garantindo rastreabilidade e escalabilidade.\nContribuir com ideias para melhorar a experiência do usuário e a eficiência da plataforma.\nManter o código organizado, versionado e documentado, utilizando boas práticas de desenvolvimento.\nRequisitos Mandatórios\nConhecimento avançado em Python e suas bibliotecas para desenvolvimento backend (ex.: Pandas, NumPy, SQLAlchemy, Streamlit).\nHabilidade em desenvolver aplicações web com Streamlit (indispensável).\nPerfil curioso, com pensamento sistemático e processual para resolver problemas complexos.\nOrganização, disciplina, atitude hands-on e perseverança para entregar resultados consistentes.\nDisponibilidade para 30 horas semanais, com flexibilidade para encontros presenciais ocasionais.\nDiferenciais:\nConhecimento em frontend (HTML, CSS, JavaScript) para apoiar na construção de interfaces mais avançadas.\nExperiência com bancos de dados (relacional ou não relacional) e modelagem de dados.\nFamiliaridade com serviços de cloud (ex.: AWS, Google Cloud, Azure) e deploy de aplicações.\nExperiência com controle de versão (Git/GitHub) e metodologias ágeis.\nO que oferecemos:\nContrato de experiência inicial de 30 dias, com perspectiva de continuidade por no mínimo 6 meses, prorrogáveis a 12 meses e visando a efetivação (com o sucesso da plataforma).\nOportunidade de trabalhar diretamente com a Head de Operações, recebendo mentoria e feedback contínuo.\nAmbiente de startup dinâmico e inovador, com liberdade para propor soluções criativas.\nHome office (90%), com flexibilidade e poucos encontros presenciais.\nEnvie seu currículo e uma breve descrição de porque você é a pessoa ideal para construir a nova plataforma para campo Assunto digite: ESTÁGIO. Pode incluir exemplos de projetos em Python/Streamlit ou links para repositórios no GitHub, ou outros. \nJunte-se à nós e ajude a moldar o futuro da inovação tecnológica!\nNúmero de vagas: 1\nTipo de contrato e Jornada: Estágio - Parcial manhãs\nÁrea Profissional: Estagiário em Informática, TI, Telecomunicações - Programador / Desenvolvedor\nExigências\nEscolaridade Mínima: Curso Técnico\nValorizado\nExperiência desejada: Sem experiência\nProgramação: Python\nHabilidades\nPython\nDenunciar vaga']","{'vaga': '/vaga-de-estagio-em-sao-paulo__10823407.aspx', 'empresa': 'https://www.infojobs.com.br/empresa-mastera__901057.aspx'}"
54,"Desenvolvedor Backend Pleno (PJ, Sem Dedicação Exclusiva) - Remoto / Home Office",PEDRO J D BORGES SOLUCOES EM TI LTDA,"Campinas - SP, a 2.114,1 km de você.","R$ 1.300,00 a R$ 1.800,00 (Bruto mensal)",Home office,"['Estamos em busca de um(a) estagiário(a) de desenvolvimento curioso(a), disciplinado(a) e hands-on para desenvolvimento de novas features da nossa plataforma, uma solução web que guiará usuários em uma jornada de inovação tecnológica. Você trabalhará em um ambiente predominantemente home office (90%), com encontros presenciais esporádicos, e terá a oportunidade de crescer junto com a startup, com possibilidade de efetivação após o sucesso do projeto. Encorajamos candidaturas de pessoas de todas as idades, especialmente aquelas com maior experiência de vida, que tragam maturidade e dedicação ao time.\nResponsabilidades\nManter e desenvolver novas features no backend da plataforma utilizando Python e suas bibliotecas, garantindo adaptabilidade para integração com frontend, implementar telas e fluxos da jornada do usuário, inicialmente utilizando Streamlit, com códigos prontos para futura conversão em APIs REST.\nManter e projetar bancos de dados para armazenar interações dos usuários, garantindo rastreabilidade e escalabilidade.\nContribuir com ideias para melhorar a experiência do usuário e a eficiência da plataforma.\nManter o código organizado, versionado e documentado, utilizando boas práticas de desenvolvimento.\nRequisitos Mandatórios\nConhecimento avançado em Python e suas bibliotecas para desenvolvimento backend (ex.: Pandas, NumPy, SQLAlchemy, Streamlit).\nHabilidade em desenvolver aplicações web com Streamlit (indispensável).\nPerfil curioso, com pensamento sistemático e processual para resolver problemas complexos.\nOrganização, disciplina, atitude hands-on e perseverança para entregar resultados consistentes.\nDisponibilidade para 30 horas semanais, com flexibilidade para encontros presenciais ocasionais.\nDiferenciais:\nConhecimento em frontend (HTML, CSS, JavaScript) para apoiar na construção de interfaces mais avançadas.\nExperiência com bancos de dados (relacional ou não relacional) e modelagem de dados.\nFamiliaridade com serviços de cloud (ex.: AWS, Google Cloud, Azure) e deploy de aplicações.\nExperiência com controle de versão (Git/GitHub) e metodologias ágeis.\nO que oferecemos:\nContrato de experiência inicial de 30 dias, com perspectiva de continuidade por no mínimo 6 meses, prorrogáveis a 12 meses e visando a efetivação (com o sucesso da plataforma).\nOportunidade de trabalhar diretamente com a Head de Operações, recebendo mentoria e feedback contínuo.\nAmbiente de startup dinâmico e inovador, com liberdade para propor soluções criativas.\nHome office (90%), com flexibilidade e poucos encontros presenciais.\nEnvie seu currículo e uma breve descrição de porque você é a pessoa ideal para construir a nova plataforma para campo Assunto digite: ESTÁGIO. Pode incluir exemplos de projetos em Python/Streamlit ou links para repositórios no GitHub, ou outros. \nJunte-se à nós e ajude a moldar o futuro da inovação tecnológica!\nNúmero de vagas: 1\nTipo de contrato e Jornada: Estágio - Parcial manhãs\nÁrea Profissional: Estagiário em Informática, TI, Telecomunicações - Programador / Desenvolvedor\nExigências\nEscolaridade Mínima: Curso Técnico\nValorizado\nExperiência desejada: Sem experiência\nProgramação: Python\nHabilidades\nPython\nDenunciar vaga']","{'vaga': '/vaga-de-desenvolvedor-backend-pleno-pj,-dedicacao-em-rio-janeiro__10804587.aspx', 'empresa': 'https://www.infojobs.com.br/empresa-pedro-j-d-borges-solucoes-ti-ltda__899808.aspx'}"
55,Engenheiro De Dados Jr,NEXMUV TECNOLOGIA,"Campinas - SP, a 2.114,1 km de você.","R$ 1.300,00 a R$ 1.800,00 (Bruto mensal)",Home office,"['Estamos em busca de um(a) estagiário(a) de desenvolvimento curioso(a), disciplinado(a) e hands-on para desenvolvimento de novas features da nossa plataforma, uma solução web que guiará usuários em uma jornada de inovação tecnológica. Você trabalhará em um ambiente predominantemente home office (90%), com encontros presenciais esporádicos, e terá a oportunidade de crescer junto com a startup, com possibilidade de efetivação após o sucesso do projeto. Encorajamos candidaturas de pessoas de todas as idades, especialmente aquelas com maior experiência de vida, que tragam maturidade e dedicação ao time.\nResponsabilidades\nManter e desenvolver novas features no backend da plataforma utilizando Python e suas bibliotecas, garantindo adaptabilidade para integração com frontend, implementar telas e fluxos da jornada do usuário, inicialmente utilizando Streamlit, com códigos prontos para futura conversão em APIs REST.\nManter e projetar bancos de dados para armazenar interações dos usuários, garantindo rastreabilidade e escalabilidade.\nContribuir com ideias para melhorar a experiência do usuário e a eficiência da plataforma.\nManter o código organizado, versionado e documentado, utilizando boas práticas de desenvolvimento.\nRequisitos Mandatórios\nConhecimento avançado em Python e suas bibliotecas para desenvolvimento backend (ex.: Pandas, NumPy, SQLAlchemy, Streamlit).\nHabilidade em desenvolver aplicações web com Streamlit (indispensável).\nPerfil curioso, com pensamento sistemático e processual para resolver problemas complexos.\nOrganização, disciplina, atitude hands-on e perseverança para entregar resultados consistentes.\nDisponibilidade para 30 horas semanais, com flexibilidade para encontros presenciais ocasionais.\nDiferenciais:\nConhecimento em frontend (HTML, CSS, JavaScript) para apoiar na construção de interfaces mais avançadas.\nExperiência com bancos de dados (relacional ou não relacional) e modelagem de dados.\nFamiliaridade com serviços de cloud (ex.: AWS, Google Cloud, Azure) e deploy de aplicações.\nExperiência com controle de versão (Git/GitHub) e metodologias ágeis.\nO que oferecemos:\nContrato de experiência inicial de 30 dias, com perspectiva de continuidade por no mínimo 6 meses, prorrogáveis a 12 meses e visando a efetivação (com o sucesso da plataforma).\nOportunidade de trabalhar diretamente com a Head de Operações, recebendo mentoria e feedback contínuo.\nAmbiente de startup dinâmico e inovador, com liberdade para propor soluções criativas.\nHome office (90%), com flexibilidade e poucos encontros presenciais.\nEnvie seu currículo e uma breve descrição de porque você é a pessoa ideal para construir a nova plataforma para campo Assunto digite: ESTÁGIO. Pode incluir exemplos de projetos em Python/Streamlit ou links para repositórios no GitHub, ou outros. \nJunte-se à nós e ajude a moldar o futuro da inovação tecnológica!\nNúmero de vagas: 1\nTipo de contrato e Jornada: Estágio - Parcial manhãs\nÁrea Profissional: Estagiário em Informática, TI, Telecomunicações - Programador / Desenvolvedor\nExigências\nEscolaridade Mínima: Curso Técnico\nValorizado\nExperiência desejada: Sem experiência\nProgramação: Python\nHabilidades\nPython\nDenunciar vaga']","{'vaga': '/vaga-de-engenheiro-dados-jr-em-sao-paulo__10800654.aspx', 'empresa': 'https://www.infojobs.com.br/empresa-nexmuv-tecnologia__-10790705.aspx'}"
56,Pessoa Analista De Dados,Lojas Quero-Quero S/A,"Campinas - SP, a 2.114,1 km de você.","R$ 1.300,00 a R$ 1.800,00 (Bruto mensal)",Home office,"['Estamos em busca de um(a) estagiário(a) de desenvolvimento curioso(a), disciplinado(a) e hands-on para desenvolvimento de novas features da nossa plataforma, uma solução web que guiará usuários em uma jornada de inovação tecnológica. Você trabalhará em um ambiente predominantemente home office (90%), com encontros presenciais esporádicos, e terá a oportunidade de crescer junto com a startup, com possibilidade de efetivação após o sucesso do projeto. Encorajamos candidaturas de pessoas de todas as idades, especialmente aquelas com maior experiência de vida, que tragam maturidade e dedicação ao time.\nResponsabilidades\nManter e desenvolver novas features no backend da plataforma utilizando Python e suas bibliotecas, garantindo adaptabilidade para integração com frontend, implementar telas e fluxos da jornada do usuário, inicialmente utilizando Streamlit, com códigos prontos para futura conversão em APIs REST.\nManter e projetar bancos de dados para armazenar interações dos usuários, garantindo rastreabilidade e escalabilidade.\nContribuir com ideias para melhorar a experiência do usuário e a eficiência da plataforma.\nManter o código organizado, versionado e documentado, utilizando boas práticas de desenvolvimento.\nRequisitos Mandatórios\nConhecimento avançado em Python e suas bibliotecas para desenvolvimento backend (ex.: Pandas, NumPy, SQLAlchemy, Streamlit).\nHabilidade em desenvolver aplicações web com Streamlit (indispensável).\nPerfil curioso, com pensamento sistemático e processual para resolver problemas complexos.\nOrganização, disciplina, atitude hands-on e perseverança para entregar resultados consistentes.\nDisponibilidade para 30 horas semanais, com flexibilidade para encontros presenciais ocasionais.\nDiferenciais:\nConhecimento em frontend (HTML, CSS, JavaScript) para apoiar na construção de interfaces mais avançadas.\nExperiência com bancos de dados (relacional ou não relacional) e modelagem de dados.\nFamiliaridade com serviços de cloud (ex.: AWS, Google Cloud, Azure) e deploy de aplicações.\nExperiência com controle de versão (Git/GitHub) e metodologias ágeis.\nO que oferecemos:\nContrato de experiência inicial de 30 dias, com perspectiva de continuidade por no mínimo 6 meses, prorrogáveis a 12 meses e visando a efetivação (com o sucesso da plataforma).\nOportunidade de trabalhar diretamente com a Head de Operações, recebendo mentoria e feedback contínuo.\nAmbiente de startup dinâmico e inovador, com liberdade para propor soluções criativas.\nHome office (90%), com flexibilidade e poucos encontros presenciais.\nEnvie seu currículo e uma breve descrição de porque você é a pessoa ideal para construir a nova plataforma para campo Assunto digite: ESTÁGIO. Pode incluir exemplos de projetos em Python/Streamlit ou links para repositórios no GitHub, ou outros. \nJunte-se à nós e ajude a moldar o futuro da inovação tecnológica!\nNúmero de vagas: 1\nTipo de contrato e Jornada: Estágio - Parcial manhãs\nÁrea Profissional: Estagiário em Informática, TI, Telecomunicações - Programador / Desenvolvedor\nExigências\nEscolaridade Mínima: Curso Técnico\nValorizado\nExperiência desejada: Sem experiência\nProgramação: Python\nHabilidades\nPython\nDenunciar vaga']","{'vaga': '/vaga-de-pessoa-analista-dados-em-rio-grande-do-sul__10795760.aspx', 'empresa': 'https://www.infojobs.com.br/lojas-quero-quero-sa'}"
57,Analista De BI Júnior,NHG TECH E SOLUCOES S.A.,"Campinas - SP, a 2.114,1 km de você.","R$ 1.300,00 a R$ 1.800,00 (Bruto mensal)",Home office,"['Estamos em busca de um(a) estagiário(a) de desenvolvimento curioso(a), disciplinado(a) e hands-on para desenvolvimento de novas features da nossa plataforma, uma solução web que guiará usuários em uma jornada de inovação tecnológica. Você trabalhará em um ambiente predominantemente home office (90%), com encontros presenciais esporádicos, e terá a oportunidade de crescer junto com a startup, com possibilidade de efetivação após o sucesso do projeto. Encorajamos candidaturas de pessoas de todas as idades, especialmente aquelas com maior experiência de vida, que tragam maturidade e dedicação ao time.\nResponsabilidades\nManter e desenvolver novas features no backend da plataforma utilizando Python e suas bibliotecas, garantindo adaptabilidade para integração com frontend, implementar telas e fluxos da jornada do usuário, inicialmente utilizando Streamlit, com códigos prontos para futura conversão em APIs REST.\nManter e projetar bancos de dados para armazenar interações dos usuários, garantindo rastreabilidade e escalabilidade.\nContribuir com ideias para melhorar a experiência do usuário e a eficiência da plataforma.\nManter o código organizado, versionado e documentado, utilizando boas práticas de desenvolvimento.\nRequisitos Mandatórios\nConhecimento avançado em Python e suas bibliotecas para desenvolvimento backend (ex.: Pandas, NumPy, SQLAlchemy, Streamlit).\nHabilidade em desenvolver aplicações web com Streamlit (indispensável).\nPerfil curioso, com pensamento sistemático e processual para resolver problemas complexos.\nOrganização, disciplina, atitude hands-on e perseverança para entregar resultados consistentes.\nDisponibilidade para 30 horas semanais, com flexibilidade para encontros presenciais ocasionais.\nDiferenciais:\nConhecimento em frontend (HTML, CSS, JavaScript) para apoiar na construção de interfaces mais avançadas.\nExperiência com bancos de dados (relacional ou não relacional) e modelagem de dados.\nFamiliaridade com serviços de cloud (ex.: AWS, Google Cloud, Azure) e deploy de aplicações.\nExperiência com controle de versão (Git/GitHub) e metodologias ágeis.\nO que oferecemos:\nContrato de experiência inicial de 30 dias, com perspectiva de continuidade por no mínimo 6 meses, prorrogáveis a 12 meses e visando a efetivação (com o sucesso da plataforma).\nOportunidade de trabalhar diretamente com a Head de Operações, recebendo mentoria e feedback contínuo.\nAmbiente de startup dinâmico e inovador, com liberdade para propor soluções criativas.\nHome office (90%), com flexibilidade e poucos encontros presenciais.\nEnvie seu currículo e uma breve descrição de porque você é a pessoa ideal para construir a nova plataforma para campo Assunto digite: ESTÁGIO. Pode incluir exemplos de projetos em Python/Streamlit ou links para repositórios no GitHub, ou outros. \nJunte-se à nós e ajude a moldar o futuro da inovação tecnológica!\nNúmero de vagas: 1\nTipo de contrato e Jornada: Estágio - Parcial manhãs\nÁrea Profissional: Estagiário em Informática, TI, Telecomunicações - Programador / Desenvolvedor\nExigências\nEscolaridade Mínima: Curso Técnico\nValorizado\nExperiência desejada: Sem experiência\nProgramação: Python\nHabilidades\nPython\nDenunciar vaga']","{'vaga': '/vaga-de-analista-bi-junior-em-parana__10768458.aspx', 'empresa': 'https://www.infojobs.com.br/empresa-nhg-tech-solucoes-sa__897491.aspx'}"
58,Administrador De Banco De Dados | Fundação Caed,RHESERVA,"Juiz de Fora - MG, a 1.789 km de você.",Salário a combinar,Home office,"['Descrição da Vaga:\nA Rheserva Consultoria, em parceria com o CAEd – Centro de Políticas Públicas e Avaliação da Educação, está em busca de um(a) Administrador(a) de Banco de Dados com sólida experiência em SQL Server para compor o time técnico da instituição.\n\nO profissional será responsável por garantir a manutenção, integridade, segurança, desempenho e confiabilidade das bases de dados, assegurando a eficiência e a disponibilidade dos dados que suportam projetos de alto impacto.\n\n\nPrincipais Responsabilidades:\nRealizar análises e críticas de bases de dados em SQL Server;\nDesenvolver e manter procedures, views, triggers, funções e JOBs;\nAssegurar a segurança lógica e a integridade dos dados, conforme as políticas da instituição;\nExecutar modelagem de dados e tuning de consultas SQL;\nMonitorar e otimizar o desempenho do banco de dados;\nAtuar em parceria com as equipes de desenvolvimento e infraestrutura.\n\nRequisitos:\nExperiência comprovada em administração de bancos de dados SQL Server;\nGraduação completa em Ciência da Computação, Sistemas de Informação ou áreas correlatas;\nInglês intermediário para leitura e escrita;\nConhecimento técnico em:\nCriação e manutenção de tabelas, índices e stored procedures;\nGerenciamento de jobs com SQL Server Agent;\nTroubleshooting e otimização de queries (query tuning);\nConfiguração de ambientes de alta disponibilidade (AlwaysOn, Mirroring, Log Shipping);\nUso de ferramentas como SQL Profiler e Performance Monitor.\n\nDiferenciais Desejáveis:\nCertificações: MCSA, MTA, Exame 70-461, Azure Database Administrator Associate;\nExperiência com modelagem de dados e scripts em PowerShell, Python ou Bash;\nVivência com migração de dados entre bancos;\nConhecimentos em segurança de dados (criptografia, LGPD/GDPR);\nExperiência com Hadoop, PostgreSQL, MySQL ou Cassandra;\nParticipação em projetos com Big Data ou Data Lakes;\nFamiliaridade com ferramentas de visualização como Power BI.\n\nBenefícios:\nPlano de saúde;\nVale alimentação;\nVale transporte.\nNúmero de vagas: 1\nTipo de contrato e Jornada: Efetivo – CLT - Período Integral\nÁrea Profissional: Analista em Informática, TI, Telecomunicações - Administrador de Banco de Dados\nExigências\nEscolaridade Mínima: Ensino Superior\nValorizado\nExperiência desejada: Entre 3 e 5 anos\nInglês (Intermediário)\nDenunciar vaga']","{'vaga': '/vaga-de-administrador-banco-dados-fundacao-caed-em-minas-gerais__10543911.aspx', 'empresa': 'https://www.infojobs.com.br/empresa-rheserva__-69190.aspx'}"
59,Pessoa Analista De Operações Jr - Pricing & Strategy,DAKI,"Juiz de Fora - MG, a 1.789 km de você.",Salário a combinar,Home office,"['Descrição da Vaga:\nA Rheserva Consultoria, em parceria com o CAEd – Centro de Políticas Públicas e Avaliação da Educação, está em busca de um(a) Administrador(a) de Banco de Dados com sólida experiência em SQL Server para compor o time técnico da instituição.\n\nO profissional será responsável por garantir a manutenção, integridade, segurança, desempenho e confiabilidade das bases de dados, assegurando a eficiência e a disponibilidade dos dados que suportam projetos de alto impacto.\n\n\nPrincipais Responsabilidades:\nRealizar análises e críticas de bases de dados em SQL Server;\nDesenvolver e manter procedures, views, triggers, funções e JOBs;\nAssegurar a segurança lógica e a integridade dos dados, conforme as políticas da instituição;\nExecutar modelagem de dados e tuning de consultas SQL;\nMonitorar e otimizar o desempenho do banco de dados;\nAtuar em parceria com as equipes de desenvolvimento e infraestrutura.\n\nRequisitos:\nExperiência comprovada em administração de bancos de dados SQL Server;\nGraduação completa em Ciência da Computação, Sistemas de Informação ou áreas correlatas;\nInglês intermediário para leitura e escrita;\nConhecimento técnico em:\nCriação e manutenção de tabelas, índices e stored procedures;\nGerenciamento de jobs com SQL Server Agent;\nTroubleshooting e otimização de queries (query tuning);\nConfiguração de ambientes de alta disponibilidade (AlwaysOn, Mirroring, Log Shipping);\nUso de ferramentas como SQL Profiler e Performance Monitor.\n\nDiferenciais Desejáveis:\nCertificações: MCSA, MTA, Exame 70-461, Azure Database Administrator Associate;\nExperiência com modelagem de dados e scripts em PowerShell, Python ou Bash;\nVivência com migração de dados entre bancos;\nConhecimentos em segurança de dados (criptografia, LGPD/GDPR);\nExperiência com Hadoop, PostgreSQL, MySQL ou Cassandra;\nParticipação em projetos com Big Data ou Data Lakes;\nFamiliaridade com ferramentas de visualização como Power BI.\n\nBenefícios:\nPlano de saúde;\nVale alimentação;\nVale transporte.\nNúmero de vagas: 1\nTipo de contrato e Jornada: Efetivo – CLT - Período Integral\nÁrea Profissional: Analista em Informática, TI, Telecomunicações - Administrador de Banco de Dados\nExigências\nEscolaridade Mínima: Ensino Superior\nValorizado\nExperiência desejada: Entre 3 e 5 anos\nInglês (Intermediário)\nDenunciar vaga']","{'vaga': '/vaga-de-pessoa-analista-operacoes-jr-pricing-strategy-em-sao-paulo__10716038.aspx', 'empresa': 'https://www.infojobs.com.br/empresa-daki__-9847045.aspx'}"
60,Engenheiro De Dados,TotalPass,"Juiz de Fora - MG, a 1.789 km de você.",Salário a combinar,Home office,"['Descrição da Vaga:\nA Rheserva Consultoria, em parceria com o CAEd – Centro de Políticas Públicas e Avaliação da Educação, está em busca de um(a) Administrador(a) de Banco de Dados com sólida experiência em SQL Server para compor o time técnico da instituição.\n\nO profissional será responsável por garantir a manutenção, integridade, segurança, desempenho e confiabilidade das bases de dados, assegurando a eficiência e a disponibilidade dos dados que suportam projetos de alto impacto.\n\n\nPrincipais Responsabilidades:\nRealizar análises e críticas de bases de dados em SQL Server;\nDesenvolver e manter procedures, views, triggers, funções e JOBs;\nAssegurar a segurança lógica e a integridade dos dados, conforme as políticas da instituição;\nExecutar modelagem de dados e tuning de consultas SQL;\nMonitorar e otimizar o desempenho do banco de dados;\nAtuar em parceria com as equipes de desenvolvimento e infraestrutura.\n\nRequisitos:\nExperiência comprovada em administração de bancos de dados SQL Server;\nGraduação completa em Ciência da Computação, Sistemas de Informação ou áreas correlatas;\nInglês intermediário para leitura e escrita;\nConhecimento técnico em:\nCriação e manutenção de tabelas, índices e stored procedures;\nGerenciamento de jobs com SQL Server Agent;\nTroubleshooting e otimização de queries (query tuning);\nConfiguração de ambientes de alta disponibilidade (AlwaysOn, Mirroring, Log Shipping);\nUso de ferramentas como SQL Profiler e Performance Monitor.\n\nDiferenciais Desejáveis:\nCertificações: MCSA, MTA, Exame 70-461, Azure Database Administrator Associate;\nExperiência com modelagem de dados e scripts em PowerShell, Python ou Bash;\nVivência com migração de dados entre bancos;\nConhecimentos em segurança de dados (criptografia, LGPD/GDPR);\nExperiência com Hadoop, PostgreSQL, MySQL ou Cassandra;\nParticipação em projetos com Big Data ou Data Lakes;\nFamiliaridade com ferramentas de visualização como Power BI.\n\nBenefícios:\nPlano de saúde;\nVale alimentação;\nVale transporte.\nNúmero de vagas: 1\nTipo de contrato e Jornada: Efetivo – CLT - Período Integral\nÁrea Profissional: Analista em Informática, TI, Telecomunicações - Administrador de Banco de Dados\nExigências\nEscolaridade Mínima: Ensino Superior\nValorizado\nExperiência desejada: Entre 3 e 5 anos\nInglês (Intermediário)\nDenunciar vaga']","{'vaga': '/vaga-de-engenheiro-dados-em-sao-paulo__10680541.aspx', 'empresa': 'https://www.infojobs.com.br/empresa-totalpass__-7623227.aspx'}"
61,Desenvolvedor Web - Foco Em Wordpress,Iodo,"Juiz de Fora - MG, a 1.789 km de você.",Salário a combinar,Home office,"['Descrição da Vaga:\nA Rheserva Consultoria, em parceria com o CAEd – Centro de Políticas Públicas e Avaliação da Educação, está em busca de um(a) Administrador(a) de Banco de Dados com sólida experiência em SQL Server para compor o time técnico da instituição.\n\nO profissional será responsável por garantir a manutenção, integridade, segurança, desempenho e confiabilidade das bases de dados, assegurando a eficiência e a disponibilidade dos dados que suportam projetos de alto impacto.\n\n\nPrincipais Responsabilidades:\nRealizar análises e críticas de bases de dados em SQL Server;\nDesenvolver e manter procedures, views, triggers, funções e JOBs;\nAssegurar a segurança lógica e a integridade dos dados, conforme as políticas da instituição;\nExecutar modelagem de dados e tuning de consultas SQL;\nMonitorar e otimizar o desempenho do banco de dados;\nAtuar em parceria com as equipes de desenvolvimento e infraestrutura.\n\nRequisitos:\nExperiência comprovada em administração de bancos de dados SQL Server;\nGraduação completa em Ciência da Computação, Sistemas de Informação ou áreas correlatas;\nInglês intermediário para leitura e escrita;\nConhecimento técnico em:\nCriação e manutenção de tabelas, índices e stored procedures;\nGerenciamento de jobs com SQL Server Agent;\nTroubleshooting e otimização de queries (query tuning);\nConfiguração de ambientes de alta disponibilidade (AlwaysOn, Mirroring, Log Shipping);\nUso de ferramentas como SQL Profiler e Performance Monitor.\n\nDiferenciais Desejáveis:\nCertificações: MCSA, MTA, Exame 70-461, Azure Database Administrator Associate;\nExperiência com modelagem de dados e scripts em PowerShell, Python ou Bash;\nVivência com migração de dados entre bancos;\nConhecimentos em segurança de dados (criptografia, LGPD/GDPR);\nExperiência com Hadoop, PostgreSQL, MySQL ou Cassandra;\nParticipação em projetos com Big Data ou Data Lakes;\nFamiliaridade com ferramentas de visualização como Power BI.\n\nBenefícios:\nPlano de saúde;\nVale alimentação;\nVale transporte.\nNúmero de vagas: 1\nTipo de contrato e Jornada: Efetivo – CLT - Período Integral\nÁrea Profissional: Analista em Informática, TI, Telecomunicações - Administrador de Banco de Dados\nExigências\nEscolaridade Mínima: Ensino Superior\nValorizado\nExperiência desejada: Entre 3 e 5 anos\nInglês (Intermediário)\nDenunciar vaga']","{'vaga': '/vaga-de-desenvolvedor-web-foco-wordpress-em-sao-paulo__10442175.aspx', 'empresa': 'https://www.infojobs.com.br/empresa-iodo__877215.aspx'}"
62,Desenvolvedor Full Stack Pleno,RHMG Consultoria e Assessoria em RH,"Juiz de Fora - MG, a 1.789 km de você.",,Home office,"['Descrição da Vaga:\nA Rheserva Consultoria, em parceria com o CAEd – Centro de Políticas Públicas e Avaliação da Educação, está em busca de um(a) Administrador(a) de Banco de Dados com sólida experiência em SQL Server para compor o time técnico da instituição.\n\nO profissional será responsável por garantir a manutenção, integridade, segurança, desempenho e confiabilidade das bases de dados, assegurando a eficiência e a disponibilidade dos dados que suportam projetos de alto impacto.\n\n\nPrincipais Responsabilidades:\nRealizar análises e críticas de bases de dados em SQL Server;\nDesenvolver e manter procedures, views, triggers, funções e JOBs;\nAssegurar a segurança lógica e a integridade dos dados, conforme as políticas da instituição;\nExecutar modelagem de dados e tuning de consultas SQL;\nMonitorar e otimizar o desempenho do banco de dados;\nAtuar em parceria com as equipes de desenvolvimento e infraestrutura.\n\nRequisitos:\nExperiência comprovada em administração de bancos de dados SQL Server;\nGraduação completa em Ciência da Computação, Sistemas de Informação ou áreas correlatas;\nInglês intermediário para leitura e escrita;\nConhecimento técnico em:\nCriação e manutenção de tabelas, índices e stored procedures;\nGerenciamento de jobs com SQL Server Agent;\nTroubleshooting e otimização de queries (query tuning);\nConfiguração de ambientes de alta disponibilidade (AlwaysOn, Mirroring, Log Shipping);\nUso de ferramentas como SQL Profiler e Performance Monitor.\n\nDiferenciais Desejáveis:\nCertificações: MCSA, MTA, Exame 70-461, Azure Database Administrator Associate;\nExperiência com modelagem de dados e scripts em PowerShell, Python ou Bash;\nVivência com migração de dados entre bancos;\nConhecimentos em segurança de dados (criptografia, LGPD/GDPR);\nExperiência com Hadoop, PostgreSQL, MySQL ou Cassandra;\nParticipação em projetos com Big Data ou Data Lakes;\nFamiliaridade com ferramentas de visualização como Power BI.\n\nBenefícios:\nPlano de saúde;\nVale alimentação;\nVale transporte.\nNúmero de vagas: 1\nTipo de contrato e Jornada: Efetivo – CLT - Período Integral\nÁrea Profissional: Analista em Informática, TI, Telecomunicações - Administrador de Banco de Dados\nExigências\nEscolaridade Mínima: Ensino Superior\nValorizado\nExperiência desejada: Entre 3 e 5 anos\nInglês (Intermediário)\nDenunciar vaga']","{'vaga': '/vaga-de-desenvolvedor-full-stack-pleno-em-sao-paulo__10649679.aspx', 'empresa': 'https://www.infojobs.com.br/empresa-rhmg-consultoria-assessoria-rh__463243.aspx'}"
